transcript_id,exon_count,length
MSTRG.9433.1:1:95.356255,4,1033
MSTRG.9434.1:1:1.169017,3,342
MSTRG.9435.1:1:2.863375,2,586
MSTRG.9436.1:1:1.358124,4,381
MSTRG.9437.1:1:1.629382,3,323
MSTRG.9438.1:1:1.644658,4,384
MSTRG.9441.1:1:1.484964,3,274
MSTRG.9442.1:1:11.914997,5,1208
MSTRG.9442.2:1:4.994129,4,1287
MSTRG.9443.1:1:8.280943,5,2414
MSTRG.9444.1:1:63.252182,10,2743
MSTRG.9445.1:1:105.966354,2,281
MSTRG.9446.1:1:0.971423,2,285
MSTRG.9447.1:1:3.122689,7,922
MSTRG.9448.1:1:2.755068,5,549
MSTRG.9449.1:1:2.576315,11,1138
MSTRG.9449.2:1:1.452421,9,1253
MSTRG.9449.3:1:1.305586,10,1193
MSTRG.9450.1:1:6.401948,3,551
MSTRG.9451.1:1:4.731376,14,2329
MSTRG.9452.1:1:21.836332,2,3636
MSTRG.9452.2:1:1.455510,3,1917
MSTRG.9453.1:1:1.080296,3,375
MSTRG.9454.1:1:1.445599,4,268
MSTRG.9455.1:1:1.408491,2,341
MSTRG.9456.1:1:0.884522,3,297
MSTRG.9457.1:1:109.746674,6,1274
MSTRG.9458.1:1:10.059366,4,758
MSTRG.9458.2:1:29.945312,5,692
MSTRG.9459.1:1:22.493217,5,1632
MSTRG.9459.2:1:2.065685,6,670
MSTRG.9459.3:1:5.210114,6,1460
MSTRG.9460.1:1:29.590923,2,1549
MSTRG.9461.1:1:82.110504,1,551
MSTRG.9462.1:1:20.669941,1,1126
MSTRG.9463.1:1:6.022040,2,1538
MSTRG.9464.1:1:21.304367,12,2186
MSTRG.9464.2:1:6.232582,12,2195
MSTRG.9465.1:1:8.744786,2,251
MSTRG.9466.1:1:4.388655,6,980
MSTRG.9466.2:1:34.678440,5,837
MSTRG.9466.3:1:37.261833,5,1386
MSTRG.9466.4:1:28.769907,4,2001
MSTRG.9466.5:1:5.298546,5,1557
MSTRG.9467.1:1:85.287125,5,517
MSTRG.9467.2:1:34.948509,3,770
MSTRG.9467.3:1:4.565289,4,626
MSTRG.9468.1:1:9.194280,6,833
MSTRG.9468.2:1:6.353292,4,1033
MSTRG.9469.1:1:6.560669,6,942
MSTRG.9469.2:1:4.308015,7,795
MSTRG.9470.1:1:32.985260,6,1147
MSTRG.9471.1:1:101.046577,7,1915
MSTRG.9472.1:1:10.898822,16,3214
MSTRG.9473.1:1:1.184424,2,233
MSTRG.9474.1:1:6.476759,2,318
MSTRG.9475.1:1:1.211148,3,807
MSTRG.9476.1:1:1.054700,4,868
MSTRG.9477.1:1:2.519721,2,543
MSTRG.9478.1:1:1.542213,2,932
MSTRG.9479.1:1:1.667662,2,602
MSTRG.9481.1:1:1.133827,3,259
MSTRG.9482.1:1:1.027082,2,273
MSTRG.9483.1:1:1.720130,2,217
MSTRG.9484.1:1:24.743608,5,1282
MSTRG.9485.1:1:3.918367,2,685
MSTRG.9486.1:1:8.940050,3,1196
MSTRG.9486.2:1:3.034533,4,1100
MSTRG.9487.1:1:9.419478,2,325
MSTRG.9488.1:1:5.059415,2,524
MSTRG.9489.1:1:3.600195,4,1895
MSTRG.9491.1:1:16.286421,11,2545
MSTRG.9491.2:1:6.470347,12,2383
MSTRG.9491.3:1:2.597814,9,2215
MSTRG.9492.1:1:1.677928,4,631
MSTRG.9493.1:1:8.953153,6,1639
MSTRG.9494.1:1:47.420307,2,454
MSTRG.9495.1:1:90.005257,3,801
MSTRG.9495.2:1:15.771866,2,1014
MSTRG.9496.1:1:6.445935,17,5302
MSTRG.9496.2:1:5.019842,15,5441
MSTRG.9497.1:1:29.810158,4,621
MSTRG.9498.1:1:178.632935,1,239
MSTRG.9499.1:1:10.764612,4,1812
MSTRG.9500.1:1:11.440465,5,819
MSTRG.9501.1:1:4.705367,8,1342
MSTRG.9502.1:1:2.791010,2,399
MSTRG.9503.1:1:7.823222,3,1171
MSTRG.9505.1:1:4.525358,9,2944
MSTRG.9505.2:1:20.489536,10,2802
MSTRG.9506.1:1:240.239792,3,773
MSTRG.9507.1:1:11.092433,9,2632
MSTRG.9507.2:1:10.984118,4,1628
MSTRG.9507.3:1:7.918084,5,1569
MSTRG.9508.1:1:1.536838,2,643
MSTRG.9509.1:1:1.640317,2,705
MSTRG.9510.1:1:3.441251,2,566
MSTRG.9510.2:1:1.154747,3,512
MSTRG.9511.1:1:3.230369,5,3487
MSTRG.9512.1:1:6.604452,7,1159
MSTRG.9513.1:1:1.756364,2,670
MSTRG.9514.1:1:3.253417,2,438
MSTRG.9515.1:1:5.294207,3,628
MSTRG.9516.1:1:1.894877,2,239
MSTRG.9517.1:1:1.402582,2,790
MSTRG.9518.1:1:3.745109,2,365
MSTRG.9519.1:1:10.742377,4,1250
MSTRG.9519.2:1:6.843170,4,527
MSTRG.9520.1:1:3.637925,6,2484
MSTRG.9521.1:1:6.292222,7,1159
MSTRG.9522.1:1:3.013959,2,396
MSTRG.9523.1:1:50.861217,4,731
MSTRG.9524.1:1:62.867344,2,1401
MSTRG.9525.1:1:41.926067,7,1630
MSTRG.9526.1:1:25.129810,3,358
MSTRG.9527.1:1:22.582844,6,1369
MSTRG.9527.2:1:2.674311,5,1426
MSTRG.9527.3:1:1.097459,6,1383
MSTRG.9528.1:1:1.130592,2,266
MSTRG.9529.1:1:2.729675,3,430
MSTRG.9530.1:1:2.335737,3,885
MSTRG.9531.1:1:2.229732,2,384
MSTRG.9532.1:1:133.358139,4,1156
MSTRG.9532.2:1:48.589378,4,1127
MSTRG.9532.3:1:7.066175,4,1144
MSTRG.9533.1:1:13.190037,3,1842
MSTRG.9534.1:1:5.321379,5,745
MSTRG.9535.1:1:25.215502,12,2335
MSTRG.9536.1:1:12.107795,14,3066
MSTRG.9537.1:1:6.336596,2,238
MSTRG.9539.1:1:17.824047,2,288
MSTRG.9540.1:1:7.988175,3,998
MSTRG.9541.1:1:12.160050,6,1129
MSTRG.9541.2:1:6.462124,7,1055
MSTRG.9542.1:1:4.917080,3,289
MSTRG.9543.1:1:9.209499,4,397
MSTRG.9544.1:1:69.072609,2,393
MSTRG.9544.2:1:32.269432,2,466
MSTRG.9545.1:1:1.063209,4,378
MSTRG.9545.2:1:37.095558,4,351
MSTRG.9546.1:1:11.434619,2,253
MSTRG.9546.2:1:5.769837,2,252
MSTRG.9547.1:1:1.706403,4,486
MSTRG.9547.2:1:1.347007,3,565
MSTRG.9546.3:1:25.617956,2,312
MSTRG.9548.1:1:1.826436,3,524
MSTRG.9549.1:1:1.607480,3,542
MSTRG.9550.1:1:0.884547,2,212
MSTRG.9551.1:1:4.482606,2,258
MSTRG.9552.1:1:66.621742,2,321
MSTRG.9553.1:1:1.671803,2,303
MSTRG.9554.1:1:3.309175,2,210
MSTRG.9555.1:1:12.718177,5,1008
MSTRG.9557.1:1:1.738452,4,227
MSTRG.9557.2:1:1.587885,2,386
MSTRG.9558.1:1:2.416275,2,223
MSTRG.9559.1:1:1.380633,2,239
MSTRG.9560.1:1:3.190687,2,260
MSTRG.9561.1:1:1.945560,2,277
MSTRG.9563.1:1:5.304662,4,656
MSTRG.9564.1:1:8.678595,6,1024
MSTRG.9565.1:1:3.647475,2,461
MSTRG.9566.1:1:16.055908,2,257
MSTRG.9567.1:1:4.356094,3,288
MSTRG.9568.1:1:1.028952,2,239
MSTRG.9569.1:1:2.954924,5,602
MSTRG.9570.1:1:11.949100,3,724
MSTRG.9571.1:1:6.277862,3,477
MSTRG.9572.1:1:19.519297,2,288
MSTRG.9575.1:1:2.322336,4,474
MSTRG.9576.1:1:1.405842,2,565
MSTRG.9578.1:1:13.840524,3,663
MSTRG.9578.2:1:2.923717,2,744
MSTRG.9579.1:1:10.113772,3,319
MSTRG.9580.1:1:1.597061,3,492
MSTRG.9581.1:1:1.060655,2,344
MSTRG.9582.1:1:3.315391,11,1706
MSTRG.9583.1:1:4.824272,4,1329
MSTRG.9584.1:1:11.269972,5,1065
MSTRG.9585.1:1:485.713928,6,1131
MSTRG.9586.1:1:33.917236,7,873
MSTRG.9586.2:1:239.827423,5,577
MSTRG.9587.1:1:36.382458,2,583
MSTRG.9587.2:1:6.514980,2,492
MSTRG.9588.1:1:58.164333,6,1556
MSTRG.9588.2:1:7.000226,4,1850
MSTRG.9589.1:1:38.487228,4,722
MSTRG.9589.2:1:8.194209,3,783
MSTRG.9589.3:1:6.779292,2,853
MSTRG.9590.1:1:21.218693,12,1934
MSTRG.9591.1:1:133.599655,2,480
MSTRG.9593.1:1:1.745230,2,260
MSTRG.9594.1:1:38.026272,5,1083
MSTRG.9595.1:1:1595.858887,3,426
MSTRG.9595.2:1:102.299034,4,534
MSTRG.9596.1:1:3.930195,10,1746
MSTRG.9597.1:1:6.053806,3,308
MSTRG.9598.1:1:2.969249,2,290
MSTRG.9599.1:1:10.887503,4,812
MSTRG.9600.1:1:118.456749,5,605
MSTRG.9600.2:1:24.224924,3,429
MSTRG.9600.3:1:21.284985,5,566
MSTRG.9602.1:1:6.288621,3,1431
MSTRG.9603.1:1:1.783522,3,458
MSTRG.9604.1:1:34.434753,6,1133
MSTRG.9605.1:1:110.712654,6,960
MSTRG.9606.1:1:228.810486,6,1125
MSTRG.9607.1:1:26.988865,4,1414
MSTRG.9607.2:1:2.444758,4,1476
MSTRG.9608.1:1:11.791434,8,1715
MSTRG.9608.2:1:4.540921,7,1679
MSTRG.9609.1:1:29.159487,9,2140
MSTRG.9610.1:1:83.655045,7,1515
MSTRG.9611.1:1:1.367358,3,218
MSTRG.9612.1:1:3.500767,2,376
MSTRG.9613.1:1:2.374730,2,469
MSTRG.9614.1:1:3.961238,4,715
MSTRG.9616.1:1:10.228872,5,801
MSTRG.9617.1:1:17.148407,15,2758
MSTRG.9618.1:1:73.517609,1,698
MSTRG.9619.1:1:10.386459,11,3048
MSTRG.9620.1:1:7.382295,4,4165
MSTRG.9621.1:1:6.149431,4,853
MSTRG.9621.2:1:3.103907,3,1064
MSTRG.9622.1:1:1.912321,5,605
MSTRG.9623.1:1:1.804161,4,584
MSTRG.9624.1:1:2.743607,2,532
MSTRG.9625.1:1:3.150663,4,543
MSTRG.9625.2:1:2.043552,4,692
MSTRG.9625.3:1:1.567978,4,546
MSTRG.9625.4:1:1.641651,3,754
MSTRG.9626.1:1:31.888876,5,1223
MSTRG.9626.2:1:6.870963,4,1431
MSTRG.9626.3:1:3.799998,4,1134
MSTRG.9627.1:1:18.386589,2,216
MSTRG.9628.1:1:6.101023,5,1015
MSTRG.9629.1:1:7.637086,10,2214
MSTRG.9629.2:1:7.286827,11,2100
MSTRG.9629.3:1:5.149318,12,2008
MSTRG.9630.1:1:25.375057,2,330
MSTRG.9631.1:1:8.986841,2,356
MSTRG.9632.1:1:2.005424,2,232
MSTRG.9634.1:1:8.050828,10,2362
MSTRG.9635.1:1:35.984451,2,1144
MSTRG.9635.2:1:5.745969,3,1071
MSTRG.9636.1:1:6.690973,8,1698
MSTRG.9637.1:1:13.256717,10,2078
MSTRG.9637.2:1:4.536133,5,1189
MSTRG.9638.1:1:7.159168,9,2858
MSTRG.9638.2:1:2.457706,9,2785
MSTRG.9638.3:1:7.000422,3,704
MSTRG.9639.1:1:9.997649,3,1008
MSTRG.9639.2:1:5.797492,4,951
MSTRG.9639.3:1:4.212430,5,907
MSTRG.9640.1:1:7.942910,4,1233
MSTRG.9640.2:1:1.715832,5,1167
MSTRG.9641.1:1:11.562246,12,2111
MSTRG.9641.2:1:137.939560,12,2082
MSTRG.9642.1:1:1.436274,3,412
MSTRG.9643.1:1:1.438143,2,278
MSTRG.9644.1:1:2.621850,2,753
MSTRG.9645.1:1:6.213618,2,736
MSTRG.9646.1:1:0.884954,2,205
MSTRG.9647.1:1:7.592502,8,1464
MSTRG.9647.2:1:5.768509,8,1461
MSTRG.9648.1:1:51.790718,11,2030
MSTRG.9649.1:1:4.017209,3,351
MSTRG.9650.1:1:1.753710,2,454
MSTRG.9651.1:1:5.215020,5,737
MSTRG.9652.1:1:1.398234,2,274
MSTRG.9653.1:1:5.142787,2,1232
MSTRG.9653.2:1:2.599799,3,1172
MSTRG.9653.3:1:3.973226,5,979
MSTRG.9653.4:1:2.333773,2,742
MSTRG.9654.1:1:7.628871,12,2400
MSTRG.9654.2:1:8.451226,12,2244
MSTRG.9655.1:1:7.118764,8,3557
MSTRG.9655.2:1:2.082555,9,3494
MSTRG.9655.3:1:1.297029,8,3558
MSTRG.9657.1:1:2.475183,2,297
MSTRG.9659.1:1:3.128120,3,608
MSTRG.9660.1:1:0.884819,2,213
MSTRG.9661.1:1:2.442088,12,5181
MSTRG.9661.2:1:14.899679,13,5076
MSTRG.9662.1:1:119.421822,8,1830
MSTRG.9663.1:1:1.963895,2,345
MSTRG.9664.1:1:2.570757,6,1442
MSTRG.9665.1:1:3.673963,2,332
MSTRG.9666.1:1:2.998363,2,567
MSTRG.9666.2:1:1.954489,4,1116
MSTRG.9667.1:1:0.984765,5,1144
MSTRG.9667.2:1:0.966435,4,1224
MSTRG.9668.1:1:1.763980,4,524
MSTRG.9669.1:1:35.443035,6,2591
MSTRG.9670.1:1:14.991947,4,789
MSTRG.9671.1:1:5.853896,5,1122
MSTRG.9671.2:1:1.314908,3,1606
MSTRG.9672.1:1:4.543470,4,812
MSTRG.9672.2:1:2.782544,3,889
MSTRG.9672.3:1:1.718600,3,1036
MSTRG.9673.1:1:2.404982,3,733
MSTRG.9674.1:1:1.925665,2,580
MSTRG.9674.2:1:0.942708,3,415
MSTRG.9675.1:1:1.734230,2,1372
MSTRG.9676.1:1:4.723755,2,1169
MSTRG.9677.1:1:1.726474,2,561
MSTRG.9678.1:1:1.138411,4,906
MSTRG.9678.2:1:0.901834,3,968
MSTRG.9679.1:1:2.393513,3,517
MSTRG.9680.1:1:1.276283,2,578
MSTRG.9681.1:1:0.884522,2,231
MSTRG.9682.1:1:6.300383,2,1928
MSTRG.9683.1:1:1.684396,2,327
MSTRG.9683.2:1:1.635596,3,631
MSTRG.9683.3:1:1.379935,4,574
MSTRG.9685.1:1:36.751713,8,1038
MSTRG.9685.2:1:21.225069,3,1458
MSTRG.9686.1:1:6.619701,6,1618
MSTRG.9687.1:1:15.879606,15,3034
MSTRG.9687.2:1:3.412899,16,3223
MSTRG.9688.1:1:10.612856,4,629
MSTRG.9689.1:1:70.441063,4,844
MSTRG.9690.1:1:0.884522,2,243
MSTRG.9691.1:1:18.401295,8,2603
MSTRG.9691.2:1:2.649916,9,2407
MSTRG.9692.1:1:4.971840,3,518
MSTRG.9692.2:1:2.756824,2,774
MSTRG.9693.1:1:6.422276,9,1386
MSTRG.9693.2:1:2.012685,8,1449
MSTRG.9695.1:1:12.191201,2,1059
MSTRG.9696.1:1:8.865476,2,524
MSTRG.9697.1:1:2.632705,3,994
MSTRG.9697.2:1:1.184894,4,923
MSTRG.9698.1:1:3.050989,2,434
MSTRG.9699.1:1:6.498578,2,366
MSTRG.9700.1:1:95.101196,1,682
MSTRG.9701.1:1:31.706137,9,2123
MSTRG.9701.2:1:13.892698,8,2305
MSTRG.9701.3:1:34.066612,3,529
MSTRG.9702.1:1:34.004684,14,4213
MSTRG.9702.2:1:6.516351,14,4207
MSTRG.9703.1:1:16.551191,6,1356
MSTRG.9705.1:1:4.560947,3,422
MSTRG.9706.1:1:4.003063,2,331
MSTRG.9707.1:1:5.811002,5,1666
MSTRG.9707.2:1:27.932110,4,1669
MSTRG.9708.1:1:3.898826,2,868
MSTRG.9709.1:1:4.298742,4,1521
MSTRG.9711.1:1:0.884522,2,214
MSTRG.9712.1:1:115.980476,7,1669
MSTRG.9713.1:1:2.983261,7,829
MSTRG.9714.1:1:2.336760,4,349
MSTRG.9715.1:1:1.280084,2,322
MSTRG.9716.1:1:6.709918,7,1478
MSTRG.9717.1:1:4.093016,3,526
MSTRG.9718.1:1:2.852895,2,213
MSTRG.9720.1:1:11.375119,4,1266
MSTRG.9721.1:1:6.755917,3,232
MSTRG.9722.1:1:31.739052,2,871
MSTRG.9722.2:1:27.252197,2,868
MSTRG.9723.1:1:4.552513,3,749
MSTRG.9725.1:1:236.466812,3,765
MSTRG.9726.1:1:5.884377,5,901
MSTRG.9727.1:1:27.543678,4,1060
MSTRG.9728.1:1:0.884522,2,265
MSTRG.9730.1:1:6.808338,7,1212
MSTRG.9731.1:1:19.746748,2,866
MSTRG.9732.1:1:8.569454,3,791
MSTRG.9732.2:1:2.202801,3,925
MSTRG.9734.1:1:6.482485,4,1639
MSTRG.9734.2:1:5.836212,2,1775
MSTRG.9734.3:1:2.192871,5,1567
MSTRG.9734.4:1:1.539166,6,1462
MSTRG.9735.1:1:27.258196,2,486
MSTRG.9736.1:1:6.151802,4,789
MSTRG.9736.2:1:2.763430,5,729
MSTRG.9737.1:1:3.629466,4,857
MSTRG.9737.2:1:1.584075,2,1002
MSTRG.9738.1:1:23.620464,5,1568
MSTRG.9738.2:1:1.810972,7,1430
MSTRG.9739.1:1:602.983337,2,259
MSTRG.9739.2:1:39.917198,6,731
MSTRG.9739.3:1:29.306934,4,1078
MSTRG.9739.4:1:15.565304,4,1059
MSTRG.9740.1:1:11.524477,17,3006
MSTRG.9740.2:1:8.592388,16,3071
MSTRG.9740.3:1:1.187866,17,2999
MSTRG.9741.1:1:348.806641,3,635
MSTRG.9742.1:1:2.816115,5,419
MSTRG.9743.1:1:6.183658,6,1081
MSTRG.9743.2:1:11.596787,6,1081
MSTRG.9743.3:1:42.765205,5,1085
MSTRG.9744.1:1:5.735168,9,1679
MSTRG.9745.1:1:2.957353,5,1450
MSTRG.9746.1:1:1.171107,2,250
MSTRG.9747.1:1:1.108742,2,501
MSTRG.9748.1:1:2.586148,2,328
MSTRG.9749.1:1:5.194453,9,1615
MSTRG.9749.2:1:42.999588,3,485
MSTRG.9749.3:1:11.770573,6,1298
MSTRG.9749.4:1:9.201543,3,531
MSTRG.9750.1:1:5.835955,2,562
MSTRG.9753.1:1:4.682197,2,460
MSTRG.9754.1:1:1.857496,2,240
MSTRG.9756.1:1:3.488997,3,991
MSTRG.9757.1:1:5.511609,2,932
MSTRG.9757.2:1:2.743714,4,707
MSTRG.9757.3:1:1.284931,3,761
MSTRG.9759.1:1:3.354940,7,1341
MSTRG.9759.2:1:5.588351,3,801
MSTRG.9760.1:1:2.293908,3,1914
MSTRG.9760.2:1:16.021976,4,2104
MSTRG.9761.1:1:7.422620,9,1712
MSTRG.9761.2:1:86.994598,9,1674
MSTRG.9762.1:1:80.998596,5,2210
MSTRG.9763.1:1:641.444580,4,1043
MSTRG.9764.1:1:176.932907,8,2046
MSTRG.9765.1:1:2.092303,3,249
MSTRG.9766.1:1:9.137864,2,671
MSTRG.9767.1:1:3.020516,5,875
MSTRG.9768.1:1:4.306867,2,711
MSTRG.9768.2:1:3.070893,3,655
MSTRG.9769.1:1:2.478024,2,519
MSTRG.9771.1:1:1.331672,3,939
MSTRG.9771.2:1:1.086285,4,865
MSTRG.9772.1:1:2.154356,2,365
MSTRG.9774.1:1:10.883649,4,1237
MSTRG.9774.2:1:2.054990,4,935
MSTRG.9775.1:1:18.546686,5,1314
MSTRG.9776.1:1:21.072874,7,1773
MSTRG.9777.1:1:2.180108,3,482
MSTRG.9778.1:1:3.512771,7,1466
MSTRG.9778.2:1:1.369415,7,1410
MSTRG.9779.1:1:1.864545,2,389
MSTRG.9780.1:1:3.751625,2,1724
MSTRG.9780.2:1:3.604531,4,1226
MSTRG.9780.3:1:2.474463,4,1246
MSTRG.9781.1:1:5.753778,2,2118
MSTRG.9781.2:1:5.375373,3,2055
MSTRG.9781.3:1:3.387886,2,2074
MSTRG.9781.4:1:2.994844,4,1988
MSTRG.9781.5:1:2.557957,2,2021
MSTRG.9781.6:1:1.428421,3,2069
MSTRG.9782.1:1:156.570129,9,2234
MSTRG.9782.2:1:3.574270,9,2355
MSTRG.9783.1:1:10.676909,11,1892
MSTRG.9784.1:1:9.479303,6,830
MSTRG.9786.1:1:1.368146,2,278
MSTRG.9787.1:1:2.726850,11,2838
MSTRG.9787.2:1:14.202818,4,756
MSTRG.9787.3:1:4.155334,7,1553
MSTRG.9788.1:1:6.583202,7,1679
MSTRG.9788.2:1:2.420140,2,1240
MSTRG.9789.1:1:14.531432,6,1330
MSTRG.9790.1:1:2.333023,6,1302
MSTRG.9790.2:1:11.652278,5,1238
MSTRG.9791.1:1:1.519609,4,500
MSTRG.9792.1:1:0.884522,3,208
MSTRG.9794.1:1:2.020356,4,359
MSTRG.9795.1:1:1.103864,2,371
MSTRG.9796.1:1:6.806913,4,1291
MSTRG.9797.1:1:39.918148,2,864
MSTRG.9798.1:1:0.884522,2,217
MSTRG.9799.1:1:11.982262,6,2739
MSTRG.9799.2:1:4.934543,6,2453
MSTRG.9799.3:1:2.113900,6,2573
MSTRG.9800.1:1:6.153985,6,1949
MSTRG.9801.1:1:37.629829,3,1219
MSTRG.9801.2:1:3.023837,3,1215
MSTRG.9802.1:1:3.624734,2,245
MSTRG.9803.1:1:7.176970,6,860
MSTRG.9804.1:1:7.794199,2,255
MSTRG.9805.1:1:87.104393,8,1347
MSTRG.9806.1:1:37.580914,5,1256
MSTRG.9807.1:1:3.549490,2,1086
MSTRG.9809.1:1:7.441823,2,254
MSTRG.9811.1:1:1.927930,4,540
MSTRG.9812.1:1:8.190282,2,497
MSTRG.9813.1:1:3.090842,4,1451
MSTRG.9813.2:1:21.114889,5,1230
MSTRG.9813.3:1:10.420684,6,1162
MSTRG.9814.1:1:57.383968,8,1464
MSTRG.9815.1:1:2.342989,5,1424
MSTRG.9816.1:1:5.164745,3,205
MSTRG.9817.1:1:22.748901,10,1398
MSTRG.9817.2:1:3.760126,11,1325
MSTRG.9817.3:1:3.647331,11,1311
MSTRG.9819.1:1:1.627845,3,545
MSTRG.9820.1:1:1.338801,2,368
MSTRG.9821.1:1:17.168266,12,2565
MSTRG.9821.2:1:43.486610,4,965
MSTRG.9822.1:1:13.873339,1,602
MSTRG.9823.1:1:8.284395,8,1836
MSTRG.9823.2:1:6.615222,8,1477
MSTRG.9823.3:1:1.835582,7,1532
MSTRG.9824.1:1:23.494307,13,3161
MSTRG.9824.2:1:7.219560,14,3083
MSTRG.9825.1:1:10.371659,3,857
MSTRG.9825.2:1:4.404008,2,929
MSTRG.9825.3:1:2.624222,4,796
MSTRG.9826.1:1:20.881601,6,1983
MSTRG.9826.2:1:10.463219,5,2051
MSTRG.9827.1:1:14.700109,5,1178
MSTRG.9828.1:1:10.495984,4,1226
MSTRG.9828.2:1:8.243992,5,1379
MSTRG.9828.3:1:5.417399,4,1472
MSTRG.9828.4:1:2.338814,4,697
MSTRG.9828.5:1:3.458798,5,1071
MSTRG.9828.6:1:2.499021,5,1163
MSTRG.9829.1:1:2.407202,8,1718
MSTRG.9829.2:1:24.279324,4,854
MSTRG.9829.3:1:10.372621,4,744
MSTRG.9829.4:1:2.375840,4,738
MSTRG.9830.1:1:8.431896,4,949
MSTRG.9830.2:1:16.360472,3,430
MSTRG.9831.1:1:12.427470,4,992
MSTRG.9831.2:1:9.741607,5,929
MSTRG.9832.1:1:72.871910,8,2593
MSTRG.9833.1:1:1.862151,2,646
MSTRG.9834.1:1:1.313001,3,353
MSTRG.9835.1:1:1.934284,3,273
MSTRG.9836.1:1:1.029881,2,286
MSTRG.9837.1:1:1.072963,3,690
MSTRG.9838.1:1:1.702668,3,613
MSTRG.9839.1:1:1.610522,3,1049
MSTRG.9840.1:1:3.204580,2,427
MSTRG.9841.1:1:1.090544,3,644
MSTRG.9843.1:1:1.537238,3,290
MSTRG.9845.1:1:1.673271,4,518
MSTRG.9845.2:1:4.675216,3,431
MSTRG.9846.1:1:1.435912,2,231
MSTRG.9847.1:1:15.057159,6,872
MSTRG.9848.1:1:24.592625,10,1495
MSTRG.9848.2:1:6.006231,10,1488
MSTRG.9849.1:1:1.492824,2,285
MSTRG.9850.1:1:3.432428,3,293
MSTRG.9851.1:1:3.666377,7,917
MSTRG.9852.1:1:1.659890,3,235
MSTRG.9854.1:1:2.051599,2,216
MSTRG.9855.1:1:21.324862,4,842
MSTRG.9855.2:1:796.780273,3,498
MSTRG.9855.3:1:18.048424,3,493
MSTRG.9856.1:1:10.262963,3,1347
MSTRG.9856.2:1:3.723353,2,1424
MSTRG.9856.3:1:3.084446,9,2157
MSTRG.9856.4:1:1.110283,4,615
MSTRG.9857.1:1:5.198365,2,553
MSTRG.9858.1:1:41.851341,3,328
MSTRG.9859.1:1:47.061371,2,1069
MSTRG.9860.1:1:23.892086,6,638
MSTRG.9861.1:1:5.212190,12,4671
MSTRG.9861.2:1:3.816983,11,3754
MSTRG.9862.1:1:8.372196,13,5851
MSTRG.9863.1:1:5.602576,2,244
MSTRG.9864.1:1:6.405747,2,440
MSTRG.9865.1:1:1.464209,3,1002
MSTRG.9865.2:1:6.706433,4,547
MSTRG.9866.1:1:8.591497,2,868
MSTRG.9867.1:1:10.496689,11,1798
MSTRG.9868.1:1:4.430209,2,233
MSTRG.9869.1:1:3.996364,2,222
MSTRG.9870.1:1:24.029974,1,1597
MSTRG.9871.1:1:10.751515,18,3923
MSTRG.9871.2:1:3.558115,17,2199
MSTRG.9872.1:1:2.425198,5,550
MSTRG.9873.1:1:2.109478,3,343
MSTRG.9875.1:1:1.468255,2,347
MSTRG.9876.1:1:12.949342,8,1197
MSTRG.9877.1:1:1.363710,4,515
MSTRG.9878.1:1:0.944131,4,460
MSTRG.9879.1:1:1.335351,5,671
MSTRG.9880.1:1:1.328806,2,231
MSTRG.9881.1:1:68.765129,7,960
MSTRG.9882.1:1:2.219649,4,530
MSTRG.9883.1:1:12.272265,4,457
MSTRG.9883.2:1:1.084852,4,452
MSTRG.9884.1:1:4.065538,2,488
MSTRG.9885.1:1:27.346800,8,1121
MSTRG.9886.1:1:2.274111,3,338
MSTRG.9887.1:1:1.769152,3,377
MSTRG.9888.1:1:23.731936,27,6456
MSTRG.9889.1:1:11.300322,3,793
MSTRG.9889.2:1:1.827313,2,849
MSTRG.9890.1:1:2.272491,6,2566
MSTRG.9890.2:1:1.499460,3,2574
MSTRG.9891.1:1:1.576640,2,331
MSTRG.9892.1:1:301.300110,5,1076
MSTRG.9893.1:1:4.796693,10,1492
MSTRG.9894.1:1:1.229355,2,213
MSTRG.9895.1:1:28.743057,13,2141
MSTRG.9896.1:1:44.621964,2,390
MSTRG.9896.2:1:29.949066,3,316
MSTRG.9897.1:1:1.179362,2,393
MSTRG.9898.1:1:11.586505,2,716
MSTRG.9899.1:1:6.373624,1,230
MSTRG.9900.1:1:3.406497,6,1129
MSTRG.9900.2:1:4.994736,3,1059
MSTRG.9900.3:1:1.030625,5,882
MSTRG.9901.1:1:23.380959,5,522
MSTRG.9902.1:1:1.857734,2,536
MSTRG.9903.1:1:12.000712,7,1520
MSTRG.9903.2:1:96.501602,6,1246
MSTRG.9904.1:1:0.884522,2,205
MSTRG.9905.1:1:6.985666,9,1958
MSTRG.9905.2:1:6.986649,11,1931
MSTRG.9905.3:1:7.777081,7,1687
MSTRG.9906.1:1:44.103378,4,728
MSTRG.9907.1:1:19.118130,2,1142
MSTRG.9907.2:1:3.924918,3,1238
MSTRG.9908.1:1:9.343666,3,280
MSTRG.9908.2:1:1.406667,3,556
MSTRG.9909.1:1:20.086376,4,824
MSTRG.9910.1:1:3.289643,5,1017
MSTRG.9910.2:1:2.601360,4,853
MSTRG.9912.1:1:31.564266,6,1337
MSTRG.9913.1:1:6.085400,4,1282
MSTRG.9914.1:1:3.366274,3,695
MSTRG.9915.1:1:4.833281,2,784
MSTRG.9916.1:1:1.808784,2,690
MSTRG.9917.1:1:2.581728,3,435
MSTRG.9918.1:1:12.440298,5,688
MSTRG.9919.1:1:2.235963,3,1112
MSTRG.9920.1:1:24.298101,8,1449
